Sno,Date,Time,State/UnionTerritory,ConfirmedIndianNational,ConfirmedForeignNational,Cured,Deaths,Confirmed
1,30/01/20,6:00 PM,Kerala,1,0,0,0,1
2,31/01/20,6:00 PM,Kerala,1,0,0,0,1
3,1/2/2020,6:00 PM,Kerala,2,0,0,0,2
4,2/2/2020,6:00 PM,Kerala,3,0,0,0,3
5,3/2/2020,6:00 PM,Kerala,3,0,0,0,3
6,4/2/2020,6:00 PM,Kerala,3,0,0,0,3
7,5/2/2020,6:00 PM,Kerala,3,0,0,0,3
8,6/2/2020,6:00 PM,Kerala,3,0,0,0,3
9,7/2/2020,6:00 PM,Kerala,3,0,0,0,3
10,8/2/2020,6:00 PM,Kerala,3,0,0,0,3
11,9/2/2020,6:00 PM,Kerala,3,0,0,0,3
12,10/2/2020,6:00 PM,Kerala,3,0,0,0,3
13,11/2/2020,6:00 PM,Kerala,3,0,0,0,3
14,12/2/2020,6:00 PM,Kerala,3,0,0,0,3
15,13/02/20,6:00 PM,Kerala,3,0,0,0,3
16,14/02/20,6:00 PM,Kerala,3,0,0,0,3
17,15/02/20,6:00 PM,Kerala,3,0,0,0,3
18,16/02/20,6:00 PM,Kerala,3,0,0,0,3
19,17/02/20,6:00 PM,Kerala,3,0,0,0,3
20,18/02/20,6:00 PM,Kerala,3,0,0,0,3
21,19/02/20,6:00 PM,Kerala,3,0,0,0,3
22,20/02/20,6:00 PM,Kerala,3,0,0,0,3
23,21/02/20,6:00 PM,Kerala,3,0,0,0,3
24,22/02/20,6:00 PM,Kerala,3,0,0,0,3
25,23/02/20,6:00 PM,Kerala,3,0,0,0,3
26,24/02/20,6:00 PM,Kerala,3,0,0,0,3
27,25/02/20,6:00 PM,Kerala,3,0,0,0,3
28,26/02/20,6:00 PM,Kerala,3,0,0,0,3
29,27/02/20,6:00 PM,Kerala,3,0,0,0,3
30,28/02/20,6:00 PM,Kerala,3,0,0,0,3
31,29/02/20,6:00 PM,Kerala,3,0,0,0,3
32,1/3/2020,6:00 PM,Kerala,3,0,0,0,3
33,2/3/2020,6:00 PM,Telengana,1,0,0,0,1
34,2/3/2020,6:00 PM,Kerala,3,0,0,0,3
35,2/3/2020,6:00 PM,Delhi,1,0,0,0,1
36,3/3/2020,6:00 PM,Telengana,1,0,0,0,1
37,3/3/2020,6:00 PM,Rajasthan,0,1,0,0,1
38,3/3/2020,6:00 PM,Kerala,3,0,3,0,3
39,3/3/2020,6:00 PM,Delhi,1,0,0,0,1
40,4/3/2020,6:00 PM,Uttar Pradesh,6,0,0,0,6
41,4/3/2020,6:00 PM,Kerala,3,0,3,0,3
42,4/3/2020,6:00 PM,Haryana,0,2,0,0,2
43,4/3/2020,6:00 PM,Delhi,1,0,0,0,1
44,4/3/2020,6:00 PM,Telengana,1,0,0,0,1
45,4/3/2020,6:00 PM,Rajasthan,1,14,0,0,15
46,5/3/2020,6:00 PM,Delhi,2,0,0,0,2
47,5/3/2020,6:00 PM,Haryana,0,2,0,0,2
48,5/3/2020,6:00 PM,Kerala,3,0,3,0,3
49,5/3/2020,6:00 PM,Rajasthan,1,14,0,0,15
50,5/3/2020,6:00 PM,Telengana,1,0,0,0,1
51,5/3/2020,6:00 PM,Uttar Pradesh,7,0,0,0,7
52,6/3/2020,6:00 PM,Delhi,3,0,0,0,3
53,6/3/2020,6:00 PM,Haryana,0,2,0,0,2
54,6/3/2020,6:00 PM,Kerala,3,0,3,0,3
55,6/3/2020,6:00 PM,Rajasthan,1,14,0,0,15
56,6/3/2020,6:00 PM,Uttar Pradesh,7,0,0,0,7
57,6/3/2020,6:00 PM,Telengana,1,0,0,0,1
58,7/3/2020,6:00 PM,Kerala,3,0,3,0,3
59,7/3/2020,6:00 PM,Uttar Pradesh,7,0,0,0,7
60,7/3/2020,6:00 PM,Ladakh,2,0,0,0,2
61,7/3/2020,6:00 PM,Telengana,1,0,0,0,1
62,7/3/2020,6:00 PM,Tamil Nadu,1,0,0,0,1
63,7/3/2020,6:00 PM,Delhi,3,0,0,0,3
64,7/3/2020,6:00 PM,Haryana,0,2,0,0,2
65,7/3/2020,6:00 PM,Rajasthan,1,14,0,0,15
66,8/3/2020,6:00 PM,Ladakh,2,0,0,0,2
67,8/3/2020,6:00 PM,Telengana,1,0,0,0,1
68,8/3/2020,6:00 PM,Tamil Nadu,1,0,0,0,1
69,8/3/2020,6:00 PM,Rajasthan,1,14,0,0,15
70,8/3/2020,6:00 PM,Kerala,8,0,3,0,8
71,8/3/2020,6:00 PM,Haryana,0,2,0,0,2
72,8/3/2020,6:00 PM,Delhi,3,0,0,0,3
73,8/3/2020,6:00 PM,Uttar Pradesh,7,0,0,0,7
74,9/3/2020,6:00 PM,Ladakh,2,0,0,0,2
75,9/3/2020,6:00 PM,Karnataka,1,0,0,0,1
76,9/3/2020,6:00 PM,Kerala,9,0,3,0,9
77,9/3/2020,6:00 PM,Maharashtra,2,0,0,0,2
78,9/3/2020,6:00 PM,Punjab,1,0,0,0,1
79,9/3/2020,6:00 PM,Rajasthan,1,14,0,0,15
80,9/3/2020,6:00 PM,Tamil Nadu,1,0,0,0,1
81,9/3/2020,6:00 PM,Telengana,1,0,0,0,1
82,9/3/2020,6:00 PM,Jammu and Kashmir,1,0,0,0,1
83,9/3/2020,6:00 PM,Uttar Pradesh,7,0,0,0,7
84,9/3/2020,6:00 PM,Haryana,0,2,0,0,2
85,9/3/2020,6:00 PM,Delhi,4,0,0,0,4
86,10/3/2020,6:00 PM,Uttar Pradesh,7,0,0,0,7
87,10/3/2020,6:00 PM,Ladakh,2,0,0,0,2
88,10/3/2020,6:00 PM,Delhi,4,0,0,0,4
89,10/3/2020,6:00 PM,Haryana,0,2,0,0,2
90,10/3/2020,6:00 PM,Karnataka,4,0,0,0,4
91,10/3/2020,6:00 PM,Kerala,15,0,3,0,15
92,10/3/2020,6:00 PM,Maharashtra,5,0,0,0,5
93,10/3/2020,6:00 PM,Punjab,1,0,0,0,1
94,10/3/2020,6:00 PM,Rajasthan,1,14,0,0,15
95,10/3/2020,6:00 PM,Tamil Nadu,1,0,0,0,1
96,10/3/2020,6:00 PM,Telengana,1,0,0,0,1
97,10/3/2020,6:00 PM,Jammu and Kashmir,1,0,0,0,1
98,11/3/2020,6:00 PM,Maharashtra,2,0,0,0,2
99,11/3/2020,6:00 PM,Delhi,5,0,0,0,5
100,11/3/2020,6:00 PM,Haryana,0,14,0,0,14
101,11/3/2020,6:00 PM,Kerala,17,0,3,0,17
102,11/3/2020,6:00 PM,Rajasthan,1,2,0,0,3
103,11/3/2020,6:00 PM,Telengana,1,0,0,0,1
